"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","263","3.592","55.1","20.2","10.6","4.6","2.7","1.5","",".","4.6","",".","0.4","",".","",".","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","20","3.525","50.0","20.0","15.0","15.0",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","52","3.605","50.0","30.8","15.4","1.9",".","1.9","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","59","3.614","57.6","22.0","10.2","6.8","3.4",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","80","3.505","57.5","18.8","10.0","2.5","6.3","3.8","",".",".","",".","1.3","",".","",".",".",".",".","."
"Undergraduates","211","3.564","55.0","22.7","11.8","4.7","3.3","1.9","",".",".","",".","0.5","",".","",".",".",".",".","."
"Special","6","3.833","83.3",".","16.7",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","45","3.745","51.1","11.1","4.4","4.4",".",".","",".","26.7","",".",".","",".","",".","2.2",".",".","."
"Prof Yr 1","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","263","3.592","55.1","20.2","10.6","4.6","2.7","1.5","",".","4.6","",".","0.4","",".","",".","0.4",".",".","."
