"L&S","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","473","3.573","47.6","28.3","9.3","3.4","2.5","",".","1.5","5.5","",".",".","",".","0.4","1.1","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.362","31.0","44.8","10.3","6.9","3.4","",".","3.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","120","3.517","45.0","33.3","10.8","5.0","5.0","",".","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","119","3.564","50.4","30.3","10.9","2.5","3.4","",".","1.7","0.8","",".",".","",".",".",".",".",".","."
"Senior","","146","3.610","52.1","29.5","10.3","2.1","0.7","",".","2.1","0.7","",".",".","",".",".","1.4","1.4",".","."
"Undergraduates","","414","3.551","48.1","31.9","10.6","3.4","2.9","",".","1.7","0.5","",".",".","",".",".","0.5","0.5",".","."
"Special","","6","3.833","33.3","16.7",".",".",".","",".",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","53","3.870","45.3","1.9",".","3.8",".","",".",".","39.6","",".",".","",".","3.8","5.7",".",".","."
"","Dept. Total","473","3.573","47.6","28.3","9.3","3.4","2.5","",".","1.5","5.5","",".",".","",".","0.4","1.1","0.4",".","."
