"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","20","3.725","50.0","45.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Leadership","Course Total","","52","3.846","73.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1B","111
111","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Teamwork","Course Total","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2B","211
211","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Ethics","302
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3B","311
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Officership","402
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","193","3.969","92.7","6.2","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","28","3.903","82.1","10.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","54","3.953","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","50","3.985","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","56","3.994","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","188","3.968","92.6","6.4","1.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","193","3.969","92.7","6.2","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
