"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","",""
"312","002","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Dance Tech & Th VI","Course Total","17","3.739","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"326","001","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"326","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ballet Technique III-B","Course Total","11","3.700","54.5","18.2","18.2",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"341
Sound Dsgn-Perf/Visual Arts","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"365
Dance History II: Contemporary","001","13","3.727","61.5",".","23.1",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"375
Pilates Teaching Methods","001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","Course Total","6","3.900","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"441
Advanced Sound Design","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"452
Dance Repertory Theater","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"463
Senior Project","001","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","Course Total","5","***","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","963","3.712","73.2","12.1","7.4","1.8","1.5","0.6","0.4","2.0",".",".",".",".","0.9",".","0.1","."
