"BUS","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","918","3.411","37.3","28.6","22.7","5.0","5.1","0.7","0.2","0.3","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","59","3.059","18.6","18.6","32.2","16.9","13.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","157","3.156","23.6","20.4","35.0","9.6","10.2","0.6","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","249","3.252","26.1","32.1","23.3","7.6","8.0","2.0","0.4","0.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","","465","3.195","24.3","26.5","28.4","9.5","9.5","1.3","0.4","0.2","",".",".","",".","",".",".",".",".","."
"Special","","13","3.292","38.5","23.1","7.7",".","23.1",".",".","7.7","",".",".","",".","",".",".",".",".","."
"Graduate","","431","3.664","51.7","30.9","16.5","0.5",".",".",".","0.2","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","7","3.429","14.3","57.1","28.6",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","9","3.333","11.1","44.4","44.4",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","918","3.411","37.3","28.6","22.7","5.0","5.1","0.7","0.2","0.3","",".",".","",".","",".","0.1",".",".","."
