"Seminar-Workshop in Finance","973
001","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
044","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
121","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Finance","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"FINANCE
233","Dept. Total","1678","3.334","35.6","22.6","24.9","6.8","8.8","0.5","0.1","0.5","",".",".","",".","0.1","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","28","2.821","14.3","14.3","28.6","7.1","35.7",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","273","3.225","30.0","18.3","31.1","7.7","12.8",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","950","3.266","31.4","23.5","25.6","8.2","9.9","0.8","0.1","0.3","",".",".","",".",".","0.1",".","0.1","."
"Undergraduates","","1251","3.247","30.7","22.1","26.9","8.1","11.1","0.6","0.1","0.2","",".",".","",".",".","0.1",".","0.1","."
"Special","","59","3.127","22.0","18.6","30.5","13.6","11.9",".",".","3.4","",".",".","",".",".",".",".",".","."
"Graduate","","359","3.672","55.4","24.2","16.7","1.4","0.6",".",".","1.1","",".",".","",".","0.6",".",".",".","."
"Prof Yr 3","","9","3.484","22.2","44.4","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","9","3.484","22.2","44.4","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1678","3.334","35.6","22.6","24.9","6.8","8.8","0.5","0.1","0.5","",".",".","",".","0.1","0.1",".","0.1","."
