"","990
081","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
093","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
094","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","11","",".",".",".",".",".",".",".","90.9","",".",".","",".","9.1",".",".",".","."
"S&A PHM
732","Dept. Total","467","3.391","42.0","23.6","18.0","10.1","3.2","0.4","0.2","2.1","",".",".","",".","0.2","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","7","3.786","71.4","14.3","14.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Undergraduates","","12","3.792","75.0","8.3","16.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","22","4.000","45.5",".",".",".",".",".",".","45.5","",".",".","",".","4.5","4.5",".",".","."
"Prof Yr 1","","151","3.067","21.2","23.8","18.5","26.5","7.9","1.3","0.7",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","150","3.450","35.3","28.7","29.3","4.7","2.0",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","132","3.810","69.7","22.7","7.6",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","433","3.373","40.9","25.2","18.9","10.9","3.5","0.5","0.2",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","467","3.391","42.0","23.6","18.0","10.1","3.2","0.4","0.2","2.1","",".",".","",".","0.2","0.2",".",".","."
