"","682
009","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Honors Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Senior Thesis","692
003","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Studies","699
003","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"BIOLOGY
205","Dept. Total","1657","2.999","27.7","10.8","35.4","5.4","14.5","3.6","2.1","",".","",".","0.2","",".","0.1","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","167","2.524","21.0","7.8","28.1","4.2","25.1","8.4","4.8","",".","",".",".","",".",".",".","0.6",".","."
"Sophomore","","611","2.871","20.6","10.0","39.0","8.0","15.9","4.4","2.0","",".","",".",".","",".",".","0.2",".",".","."
"Junior","","642","3.121","28.0","12.6","40.0","4.7","11.1","1.9","1.4","",".","",".",".","",".",".","0.3",".",".","."
"Senior","","221","3.236","49.8","10.0","19.5","1.4","13.6","2.7","2.3","",".","",".",".","",".","0.5","0.5",".",".","."
"Undergraduates","","1641","2.995","27.5","10.8","35.6","5.4","14.6","3.6","2.1","",".","",".",".","",".","0.1","0.2","0.1",".","."
"Special","","7","3.679","42.9","28.6","14.3",".",".",".",".","",".","",".",".","",".",".",".",".","14.3","."
"Graduate","","9","3.333","55.6",".",".",".","11.1",".",".","",".","",".","33.3","",".",".",".",".",".","."
"","Dept. Total","1657","2.999","27.7","10.8","35.4","5.4","14.5","3.6","2.1","",".","",".","0.2","",".","0.1","0.2","0.1","0.1","."
