"","677
003","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","677
004","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independnt Research for Majors","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","247","3.790","64.8","21.5","6.5","0.8","0.4","0.4","",".","3.2","",".","1.2","",".","",".","",".",".","0.8","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.794","60.0","33.3","3.3",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","3.3"
"Sophomore","","75","3.767","68.0","20.0","10.7",".",".","1.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","61","3.832","73.8","19.7","6.6",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","71","3.773","64.8","22.5","4.2","2.8","1.4",".","",".",".","",".","4.2","",".","",".","",".",".",".","."
"Undergraduates","","237","3.790","67.5","22.4","6.8","0.8","0.4","0.4","",".",".","",".","1.3","",".","",".","",".",".",".","0.4"
"Special","","10","",".",".",".",".",".",".","",".","80.0","",".",".","",".","",".","",".",".","20.0","."
"","Dept. Total","247","3.790","64.8","21.5","6.5","0.8","0.4","0.4","",".","3.2","",".","1.2","",".","",".","",".",".","0.8","0.4"
