"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"506
Software Engineering","001","","8","2.938","12.5","12.5","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"524
Introduction to Optimization","001","","21","3.238","28.6","28.6","14.3","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"527
Plasma Confinement&Heating","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"533
Image Processing","001","","34","3.559","50.0","29.4","17.6",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"537
Communication Networks","001","","28","3.321","21.4","46.4","25.0","3.6",".",".","3.6",".",".",".",".",".",".",".",".","."
"547
Adv Com Circuit Dsgn","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","79","3.525","35.4","44.3","11.4","7.6","1.3",".",".",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","58","3.638","65.5","15.5","10.3","1.7","5.2","1.7",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
Dsgn Automation Digital Sys","001","","12","3.583","58.3","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","001","","11","3.200","36.4","9.1","18.2","9.1","18.2",".",".",".",".",".",".",".",".","9.1",".","."
"601","004","","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Elec&Computer Engr","Course Total","","59","3.810","88.1","1.7","3.4","1.7","3.4",".",".",".",".",".",".",".",".","1.7",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","20","3.720","50.0","5.0","10.0",".","5.0",".",".","15.0",".",".",".",".","10.0",".","5.0","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","11","3.364","18.2","45.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","10","3.333","20.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".","."
"Dynamcs& Control-AC Drives","Course Total","","21","3.350","19.0","38.1","28.6","9.5",".",".",".",".",".",".",".",".",".","4.8",".","."
"713
Electrmgntc Dsgn-AC Machins","003","","11","3.136","36.4","18.2","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"731
Adv Power System Analysis","001","","10","3.944","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"739","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"739","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Robotics","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","17","3.706","58.8","35.3",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","","Page 122 of 422",""
