"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","234
003","271","2.688","18.1","12.5","23.6","11.1","22.1","7.7","4.1",".","0.4",".",".",".","0.4",".",".","."
"Calc--Functns of Variables","Course Total","782","2.870","24.0","12.0","25.8","10.9","19.1","5.2","2.7",".","0.1",".",".",".","0.1",".",".","."
"","001
240","29","3.293","55.2","3.4","17.2",".","20.7","3.4",".",".",".",".",".",".",".",".",".","."
"","240
002","61","3.213","47.5","13.1","14.8","6.6","8.2","8.2","1.6",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","90","3.239","50.0","10.0","15.6","4.4","12.2","6.7","1.1",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","303
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","309
001","20","3.350","35.0","25.0","15.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","309
002","23","3.391","52.2","13.0","13.0","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","43","3.372","44.2","18.6","14.0","18.6","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","001
310","14","2.964","21.4",".","64.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","319
001","87","3.314","56.3","6.9","13.8","2.3","12.6","5.7","1.1","1.1",".",".",".",".",".",".",".","."
"","319
003","74","2.980","28.4","12.2","23.0","13.5","16.2","6.8",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","161","3.159","43.5","9.3","18.0","7.5","14.3","6.2","0.6","0.6",".",".",".",".",".",".",".","."
"","320
001","137","2.898","26.3","21.2","17.5","15.3","6.6","6.6","6.6",".",".",".",".",".",".",".",".","."
"","002
320","90","3.072","27.8","25.6","13.3","15.6","11.1","5.6","1.1",".",".",".",".",".",".",".",".","."
"","003
320","46","2.783","19.6","10.9","28.3","15.2","17.4","4.3","4.3",".",".",".",".",".",".",".",".","."
"","004
320","94","2.931","19.1","17.0","38.3","5.3","11.7","5.3","3.2",".",".",".",".",".",".",".",".","."
"","320
005","90","2.750","16.7","10.0","26.7","24.4","14.4","3.3","4.4",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","457","2.898","22.5","17.9","23.9","15.1","11.2","5.3","4.2",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","83","2.602","10.8","13.3","20.5","22.9","22.9","6.0","3.6",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","37","3.243","32.4","13.5","35.1","8.1","10.8",".",".",".",".",".",".",".",".",".",".","."
"","340
001","210","2.874","29.5","2.4","28.1","11.4","21.0","6.2","1.4",".",".",".",".",".",".",".",".","."
"","340
002","117","2.833","25.6","3.4","31.6","14.5","15.4","6.8","2.6",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","327","2.859","28.1","2.8","29.4","12.5","19.0","6.4","1.8",".",".",".",".",".",".",".",".","."
"","341
001","28","3.000","42.9","3.6","21.4","3.6","17.9","7.1","3.6",".",".",".",".",".",".",".",".","."
"","341
002","32","2.859","25.0","9.4","25.0","12.5","21.9","3.1","3.1",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","60","2.925","33.3","6.7","23.3","8.3","20.0","5.0","3.3",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","43","3.419","41.9","20.9","25.6","7.0","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"","421
001","33","3.227","33.3","15.2","24.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","002
421","39","3.359","41.0","10.3","28.2","20.5",".",".",".",".",".",".",".",".",".",".",".","."
"","003
421","33","3.348","33.3","27.3","18.2","18.2","3.0",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","105","3.314","36.2","17.1","23.8","19.0","3.8",".",".",".",".",".",".",".",".",".",".","."
"","431
001","40","2.863","27.5","2.5","40.0",".","20.0","7.5","2.5",".",".",".",".",".",".",".",".","."
"","002
431","36","2.931","19.4","16.7","38.9","2.8","13.9","5.6","2.8",".",".",".",".",".",".",".",".","."
"","431
003","38","2.882","26.3","15.8","15.8","13.2","21.1","5.3","2.6",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","114","2.890","24.6","11.4","31.6","5.3","18.4","6.1","2.6",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","001
435","21","2.762","14.3","9.5","33.3","9.5","28.6","4.8",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","35","2.706","37.1",".","20.0",".","20.0","14.3","5.7","2.9",".",".",".",".",".",".",".","."
"Mathematics for Teachers","471
001","9","3.556","55.6","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","35","4.000","97.1",".",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","34","3.132","50.0",".","17.6","2.9","23.5","5.9",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","490
001","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 267 of 422",""
