"","990
097","6","",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".",".",".","."
"","990
100","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","119","",".",".",".",".",".",".",".","64.7","0.8",".",".","34.5",".",".",".","."
"PHYSICS
754","Dept. Total","3405","3.112","26.8","19.0","22.6","14.9","10.7","1.5","0.3","2.5","0.0","0.0",".","1.2","0.2","0.2","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","149","3.175","37.6","19.5","18.1","10.7","8.7","2.7","1.3",".",".",".",".",".","0.7",".",".","0.7"
"Sophomore","","657","3.084","27.2","19.2","23.1","15.4","12.5","2.1","0.3",".",".",".",".",".",".","0.2",".","."
"Junior","","1170","3.074","23.7","19.9","24.4","18.5","11.5","1.6","0.1",".",".",".",".",".","0.3",".",".","."
"Senior","","1077","3.086","27.0","18.2","24.3","16.1","12.1","1.4","0.6","0.1",".","0.1",".",".","0.1","0.1",".","."
"Undergraduates","","3053","3.085","26.3","19.1","23.8","16.6","11.8","1.7","0.4","0.0",".","0.0",".",".","0.2","0.1",".","0.0"
"Special","","31","3.389","22.6","29.0","12.9",".","6.5",".",".","6.5",".",".",".",".",".","16.1","6.5","."
"Graduate","","320","3.636","31.6","16.6","11.3","0.6","0.6",".",".","25.6","0.3",".",".","12.8","0.3",".","0.3","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","3405","3.112","26.8","19.0","22.6","14.9","10.7","1.5","0.3","2.5","0.0","0.0",".","1.2","0.2","0.2","0.1","0.0"
