"MICROBIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"551","004","","23","3.826","73.9","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol Dvrsty-Procryot Lab","Course Total","","95","3.721","61.1","22.1","16.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Advanced Microbial Genetics","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"632
Indus Microbiol/Biotechnlgy","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"668
Microbiol-Atomic Resolution","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","11","3.808","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Problems","Course Total","","43","3.913","83.7","11.6","2.3",".",".",".",".",".",".",".",".",".",".",".","2.3","."
"731
Seminar","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Adv Problems in Microbiology","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","001","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"875","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"875","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","25","3.912","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Advanced Seminar","001","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"917
Reg Gene Expression Adv Sem","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"932
Biotechnol Traing Prgm Smr","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","","","Page 11 of 422"
