"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"","101
001","","14","3.308","42.9","28.6","7.1",".",".","14.3",".","7.1",".",".",".",".",".",".",".","."
"","101
002","","15","3.367","73.3","6.7","6.7",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","005
101","","9","3.167","33.3","11.1","33.3",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","101
006","","13","3.692","76.9","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"First Semester German","Course Total","","51","3.400","58.8","15.7","9.8",".","3.9","5.9","3.9","2.0",".",".",".",".",".",".",".","."
"","102
001","","8","3.563","50.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","20","3.500","45.0","25.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","22","3.705","63.6","13.6","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","","17","3.706","70.6","17.6",".","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
007","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester German","Course Total","","79","3.639","58.2","19.0","17.7","2.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Dutch","112
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","203
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","","8","3.625","75.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Third Semester German","Course Total","","21","3.857","90.5",".","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
001","","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
204","","9","3.750","66.7",".","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Fourth Semester German","Course Total","","27","3.750","66.7","11.1","18.5",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"Fourth Semester Dutch","214
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","236
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","236
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Bascom Course","Course Total","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","249
002","","17","3.647","64.7","11.8","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","003
249","","16","3.031","31.3","25.0","6.3","18.8","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","249
004","","10","3.250","40.0","30.0","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"Intermed German-Speak & Listen","Course Total","","43","3.326","46.5","20.9","11.6","7.0","9.3","2.3","2.3",".",".",".",".",".",".",".",".","."
"","258
001","","15","3.567","60.0","20.0","6.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","258
002","","13","3.769","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","258
004","","14","3.571","64.3","21.4",".","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"Intermediate German-Reading","Course Total","","42","3.631","64.3","19.0","7.1","2.4","4.8","2.4",".",".",".",".",".",".",".",".",".","."
"","262
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
002","","18","3.861","88.9",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate German-Writing","Course Total","","28","3.911","92.9",".","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Ger and/or Yidd Cult","266
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
001","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
267","","24","3.854","79.2","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Song and Jewish Exp","Course Total","","42","3.872","78.6","16.7","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nazi Culture","272
002","","68","3.507","45.6","25.0","20.6","5.9","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"Spec Tops in Ger & World Lit/s","276
001","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Lit & Culture, America","279
001","","22","3.705","40.9","59.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2nd Sem Dutch-Grad Stdts","312
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"4th Sem Dutch-Grad Stdts","314
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
