"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","033","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","128","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","128","",".",".",".",".",".",".",".","97.7",".",".",".",".",".",".","2.3","."
"812
Arithmetic Algorithms","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"838","001","","78","3.891","82.1","14.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","002","","39","3.947","87.2","10.3",".",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","117","3.909","83.8","12.8","2.6",".",".",".",".","0.9",".",".",".",".",".",".",".","."
"899","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
