"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"621","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"621","016","","11","3.966","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","017","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"621","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"621","023","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","029","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","037","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","038","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","039","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","040","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"621","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","053","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"621","055","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"621","065","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"621","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","075","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","","308","3.995","98.4","0.3",".","0.3",".",".",".",".",".",".",".",".","0.3",".","0.6","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"692","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
