"MED","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL MICROBIOL & IMMUNO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","",""
"M M & I
Dept. Total
620","383","3.490","50.4","16.4","12.8","4.4","6.0","1.6","0.5","1.0","",".",".","",".","6.8","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","17","3.590","41.2","35.3","23.5",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","71","3.297","43.7","18.3","16.9","7.0","8.5","4.2","1.4",".","",".",".","",".",".","",".",".",".","."
"Senior","233","3.491","54.1","18.0","14.2","5.2","6.9","1.3","0.4",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","321","3.453","51.1","19.0","15.3","5.3","6.9","1.9","0.6",".","",".",".","",".",".","",".",".",".","."
"Special","6","3.594","66.7","16.7",".",".","16.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","51","3.982","41.2","2.0",".",".",".",".",".","7.8","",".",".","",".","49.0","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".","100.0","",".",".",".","."
"Prof Yr 4","4","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","5","***","","","","","","","","","","",".","",".","20.0","",".",".",".","."
"Dept. Total","383","3.490","50.4","16.4","12.8","4.4","6.0","1.6","0.5","1.0","",".",".","",".","6.8","",".",".",".","."
