"","999
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
069","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"","999
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","21","4.000","42.9",".",".",".",".",".",".","23.8",".",".",".","23.8","9.5",".",".","."
"CIV ENGR
240","Dept. Total","1681","3.439","42.7","20.3","19.9","5.1","3.2","0.9","0.2","5.4","0.1","0.1",".","1.8","0.5","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sophomore","","23","3.544","39.1","39.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Junior","","179","3.296","30.7","24.0","31.8","6.7","5.6","1.1",".",".",".",".",".",".",".",".",".","."
"Senior","","1052","3.391","41.7","22.6","23.7","6.6","3.7","1.2","0.2",".",".",".",".",".","0.3",".",".","."
"Undergraduates","","1256","3.381","40.2","23.1","24.7","6.4","4.0","1.2","0.2",".",".",".",".",".","0.2",".",".","."
"Special","","39","3.451","46.2","17.9","17.9","2.6","10.3",".",".","5.1",".",".",".",".",".",".",".","."
"Graduate","","386","3.779","50.3","11.4","4.7","0.8",".",".","0.3","22.8","0.3","0.3",".","7.8","1.3","0.3",".","."
"","Dept. Total","1681","3.439","42.7","20.3","19.9","5.1","3.2","0.9","0.2","5.4","0.1","0.1",".","1.8","0.5","0.1",".","."
