"Chinese Migrations since 1500","276
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","300
001","","17","3.618","64.7","17.6","5.9",".","11.8",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Hist-China 589 AD-1919","337
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"China and World War II in Asia","363
001","","14","3.143","42.9",".","14.3","28.6","14.3",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","37","3.380","54.1","8.1","10.8","13.5","10.8","",".","",".","",".","",".",".","",".","",".","",".","2.7",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","9","3.696","55.6","11.1","22.2",".",".","",".","",".","",".","",".",".","",".","",".","",".","11.1",".","."
"Senior","","","21","3.329","52.4","9.5","9.5","14.3","14.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.394","54.3","8.6","11.4","11.4","11.4","",".","",".","",".","",".",".","",".","",".","",".","2.9",".","."
"Special","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","37","3.380","54.1","8.1","10.8","13.5","10.8","",".","",".","",".","",".",".","",".","",".","",".","2.7",".","."
