"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","765
004","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
006","21","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
007","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
008","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
009","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
031","40","3.738","50.0","47.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","204","3.868","80.4","16.2","2.5","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"","799
082","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","Course Total","14","3.700","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual-Based Marketing Insights","805
001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Analytics","815
001","40","3.550","50.0","15.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Marketing PhD","972
001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
160","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"Readng & Rsch-Marketing PhD","999
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
