"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14706","3.398","40.5","20.2","16.6","6.0","4.0","1.1","0.6","4.7","0.0","3.7",".","2.1","0.4","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","264","3.411","35.2","14.0","9.5","3.0","3.0","0.8","1.1",".",".","33.0",".",".","0.4",".",".","."
"Sophomore","","1552","3.311","37.9","16.8","13.0","3.7","3.8","1.6","0.8",".",".","22.4",".",".","0.1","0.1",".","."
"Junior","","2620","3.247","39.0","21.1","19.3","9.2","5.8","1.6","0.9",".",".","2.7",".",".","0.1","0.2",".","."
"Senior","","7610","3.383","42.5","23.6","20.1","7.1","4.5","1.3","0.5","0.1",".","0.0",".",".","0.3","0.0",".","."
"Undergraduates","","12046","3.348","41.0","22.0","18.8","7.1","4.6","1.4","0.7","0.0",".","4.2",".",".","0.2","0.1",".","."
"Special","","179","3.247","46.4","12.3","18.4","3.4","7.8","2.2","3.4","1.7",".",".","0.6",".","2.8","1.1",".","."
"Graduate","","2809","3.752","42.9","10.8","5.2","0.9","0.5",".","0.2","24.6","0.1","2.7",".","11.0","0.8","0.1","0.3","."
"Prof Yr 2","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","College Total","15036","3.398","41.4","19.7","16.2","5.9","3.9","1.1","0.6","4.6","0.0","3.9","0.0","2.1","0.4","0.1","0.1","."
