"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"LAFOLLETTE SCHOOL PUB AFF Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"PUB AFFR
Dept. Total
826","281","3.787","58.0","28.5","4.6","0.4","",".","",".","",".","7.8","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","14","3.846","71.4","14.3","7.1",".","",".","",".","",".","7.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","14","3.846","71.4","14.3","7.1",".","",".","",".","",".","7.1","",".",".","",".","",".",".",".",".","."
"Graduate","245","3.782","57.1","29.8","4.5","0.4","",".","",".","",".","7.8","",".",".","",".","",".","0.4",".",".","."
"Prof Yr 2","6","3.900","66.7","16.7",".",".","",".","",".","",".",".","",".",".","",".","",".","16.7",".",".","."
"Prof Yr 3","5","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","11","3.880","63.6","18.2",".",".","",".","",".","",".","18.2","",".",".","",".","",".",".",".",".","."
"Professionals","22","3.809","59.1","22.7","4.5",".","",".","",".","",".","9.1","",".",".","",".","",".","4.5",".",".","."
"Dept. Total","281","3.787","58.0","28.5","4.6","0.4","",".","",".","",".","7.8","",".",".","",".","",".","0.7",".",".","."
