"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3794","3.497","32.6","9.5","12.1","2.1","2.3","0.2","",".","37.2","",".",".","",".","0.1","3.6",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","10","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","23","3.735","82.6",".","13.0","4.3",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","39","3.468","64.1","10.3","10.3","7.7","7.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","74","3.616","75.7","5.4","9.5","5.4","4.1",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","20","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","69","3.313","2.9","4.3","2.9","1.4",".",".","",".","81.2","",".",".","",".","7.2",".",".",".","."
"Prof Yr 1","","922","3.388","27.7","11.1","20.0","3.1","3.4","0.3","",".","27.9","",".",".","",".",".","6.1",".","0.5","."
"Prof Yr 2","","816","3.470","32.0","15.9","15.4","2.9","3.1",".","",".","21.8","",".",".","",".",".","8.7",".","0.1","."
"Prof Yr 3","","1083","3.442","32.6","11.4","13.0","1.8","2.5","0.5","",".","37.4","",".",".","",".",".","0.8",".",".","."
"Prof Yr 4","","810","4.000","38.4",".",".",".",".",".","",".","61.1","",".",".","",".",".","0.1",".","0.4","."
"Professionals","","3631","3.494","32.5","9.8","12.4","2.0","2.3","0.2","",".","36.8","",".",".","",".",".","3.8",".","0.2","."
"","College Total","3794","3.497","32.6","9.5","12.1","2.1","2.3","0.2","",".","37.2","",".",".","",".","0.1","3.6",".","0.2","."
