"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8949","3.549","45.9","17.3","14.0","2.0","1.8","0.6","0.2","9.2","0.0","6.2","",".","0.8","0.3","0.0","1.5","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","24","2.923","16.7","16.7","37.5","20.8",".","4.2","4.2",".",".",".","",".",".",".",".",".","."
"Sophomore","","268","3.198","48.1","17.9","15.7","6.0","6.7","1.9","2.6",".",".",".","",".",".",".",".","1.1","."
"Junior","","753","3.369","53.4","18.9","13.7","5.0","5.0","2.4","0.9",".",".",".","",".",".","0.1","0.3","0.3","."
"Senior","","1635","3.495","60.1","17.5","11.9","3.1","4.2","1.8","0.4","0.2",".","0.4","",".",".","0.2","0.1","0.2","."
"Undergraduates","","2680","3.423","56.6","17.9","13.0","4.1","4.7","2.0","0.8","0.1",".","0.2","",".",".","0.2","0.1","0.3","."
"Special","","131","3.516","22.1","3.1","8.4","1.5","1.5",".",".","7.6",".",".","",".",".","0.8",".","55.0","."
"Graduate","","1256","3.711","39.9","10.6","5.1","0.2","0.6",".",".","31.8","0.1","3.7","",".","5.7","0.2",".","1.9","0.2"
"Prof Yr 1","","1114","3.565","36.7","20.6","8.9","2.5","0.9","0.3",".","1.9",".","26.9","",".",".","0.2",".","0.9","."
"Prof Yr 2","","1812","3.587","44.5","20.0","26.2","1.3","0.9",".","0.1","0.6",".","5.5","",".",".","0.6",".","0.3","."
"Prof Yr 3","","574","3.515","33.1","20.9","26.7","1.0","0.7",".",".","0.7",".","14.1","",".","0.2","0.9",".","0.3","1.0"
"Prof Yr 4","","1430","3.784","48.9","15.0","7.0","0.3",".",".",".","26.2",".","1.7","",".","0.1","0.1",".","0.8","."
"Professionals","","4930","3.617","42.7","18.8","16.8","1.3","0.6","0.1","0.0","8.3",".","10.2","",".","0.0","0.4",".","0.6","0.1"
"","College Total","8997","3.549","46.1","17.2","13.9","2.0","1.8","0.6","0.2","9.1","0.0","6.2","",".","0.8","0.3","0.0","1.5","0.1"
