"","999
062","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"E C E
320","Dept. Total","2950","3.437","47.4","17.4","13.8","6.6","4.0","1.3","0.6","5.7","",".","0.0","",".","2.7","0.3","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.692","74.4","10.3","5.1","5.1","2.6","2.6",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","262","3.611","67.6","16.4","7.3","3.1","3.8","1.9",".",".","",".",".","",".",".",".",".",".","."
"Junior","","638","3.259","42.8","20.5","17.1","11.4","6.0","1.4","0.8",".","",".",".","",".",".",".",".",".","."
"Senior","","1361","3.414","48.0","20.2","17.0","7.6","4.6","1.4","0.6","0.1","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","2300","3.394","49.2","19.7","15.7","8.1","4.8","1.5","0.6","0.1","",".",".","",".",".","0.3",".",".","."
"Special","","65","3.295","47.7","9.2","23.1","3.1","7.7","4.6","1.5",".","",".",".","",".",".",".","3.1",".","."
"Graduate","","586","3.724","40.1","9.4","5.3","1.2","0.5",".","0.5","28.5","",".","0.2","",".","13.7","0.3","0.2","0.2","."
"","Dept. Total","2951","3.437","47.4","17.4","13.8","6.6","4.0","1.3","0.6","5.7","",".","0.0","",".","2.7","0.3","0.1","0.0","."
