"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"","999
122","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","7","4.000","85.7",".",".",".",".",".",".",".","",".",".","",".",".","14.3",".",".","."
"ACCT I S
232","Dept. Total","1839","3.355","36.1","21.0","25.0","8.0","6.6","1.8","0.3","0.4","",".",".","",".","0.1","0.5",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","130","2.815","14.6","14.6","29.2","17.7","16.2","7.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","600","3.173","24.0","22.5","31.7","9.5","10.0","1.7",".","0.2","",".",".","",".",".","0.3",".",".","0.2"
"Senior","","754","3.458","42.3","19.9","22.1","8.1","4.9","1.9","0.5","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1486","3.297","32.4","20.5","26.6","9.5","8.0","2.3","0.3","0.1","",".",".","",".",".","0.2",".",".","0.1"
"Special","","8","2.667","12.5","25.0",".","25.0",".",".","12.5","12.5","",".",".","",".",".",".",".","12.5","."
"Graduate","","337","3.649","51.9","23.4","18.7","1.5","0.6",".",".","1.5","",".",".","",".","0.3","2.1",".",".","."
"Prof Yr 3","","8","3.775","62.5","12.5","12.5",".",".",".",".",".","",".",".","",".",".",".",".","12.5","."
"Professionals","","8","3.775","62.5","12.5","12.5",".",".",".",".",".","",".",".","",".",".",".",".","12.5","."
"","Dept. Total","1839","3.355","36.1","21.0","25.0","8.0","6.6","1.8","0.3","0.4","",".",".","",".","0.1","0.5",".","0.1","0.1"
