"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","84950","3.311","41.5","19.1","17.2","7.2","6.6","1.9","1.1","2.9","0.0","1.2","0.0","0.4","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","6737","3.064","29.7","19.7","21.7","10.6","11.0","3.5","1.7","0.0","0.0","1.7","0.0",".","0.3","0.1","0.0","0.1"
"Sophomore","","20579","3.245","38.7","20.4","19.4","8.3","8.2","2.3","1.1","0.0","0.0","1.2","0.0",".","0.2","0.0","0.0","0.0"
"Junior","","20547","3.253","38.2","20.1","20.4","8.9","7.8","2.2","1.1","0.0",".","0.9","0.0","0.0","0.3","0.1","0.0","0.0"
"Senior","","24600","3.346","44.0","20.5","17.2","7.1","6.2","1.9","1.2","0.4","0.0","0.8","0.0","0.0","0.4","0.1","0.1","0.0"
"Undergraduates","","72463","3.261","39.5","20.3","19.2","8.3","7.7","2.2","1.2","0.2","0.0","1.0","0.0","0.0","0.3","0.1","0.0","0.0"
"Special","","2279","3.519","35.1","12.9","8.5","2.6","1.9","0.8","1.0","27.2",".","2.6",".",".","0.7","1.2","5.3","0.1"
"Graduate","","10105","3.806","57.0","12.4","5.3","0.7","0.4","0.1","0.1","16.9","0.2","1.8","0.0","3.4","1.4","0.0","0.3","."
"Prof Yr 1","","64","3.872","84.4","9.4","4.7","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","94","3.877","81.9","7.4","2.1","1.1",".",".",".",".",".",".",".",".","7.4",".",".","."
"Prof Yr 3","","111","3.939","89.2","4.5","2.7",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"Prof Yr 4","","22","3.656","50.0","13.6","13.6",".",".",".",".","13.6",".","9.1",".",".",".",".",".","."
"Professionals","","291","3.886","82.8","7.2","3.8","0.7",".",".",".","1.0",".","0.7",".",".","3.8",".",".","."
"","College Total","85138","3.311","41.6","19.1","17.2","7.2","6.6","1.9","1.1","2.9","0.0","1.2","0.0","0.4","0.5","0.1","0.2","0.0"
