"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1926","3.790","64.5","15.6","6.5","1.1","0.3","0.1","0.1","2.3","",".","9.2","",".","",".","0.1",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.875","25.0","8.3",".",".",".",".",".",".","",".","66.7","",".","",".",".",".",".","."
"Sophomore","","62","3.977","79.0","3.2",".",".",".",".",".",".","",".","16.1","",".","",".","1.6",".",".","."
"Junior","","300","3.766","64.0","13.0","7.7","1.0",".",".",".",".","",".","14.3","",".","",".",".",".",".","."
"Senior","","1221","3.767","61.8","19.3","7.7","1.0","0.4","0.1","0.2",".","",".","9.6","",".","",".",".",".",".","."
"Undergraduates","","1595","3.773","62.6","17.4","7.3","0.9","0.3","0.1","0.1",".","",".","11.2","",".","",".","0.1",".",".","."
"Special","","17","3.776","70.6","23.5","5.9",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","297","3.878","72.7","6.4","2.7","2.4","0.3",".",".","15.2","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 4","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","College Total","1926","3.790","64.5","15.6","6.5","1.1","0.3","0.1","0.1","2.3","",".","9.2","",".","",".","0.1",".",".","."
