"JOURN AND MASS COMMUNICA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Internship","Course Total","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","7","3.571","57.1",".","28.6",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","31","3.857","71.0","3.2","6.5",".",".",".",".",".",".",".",".",".","6.5",".","12.9","."
"801
Mass Communicatn&Individual","001","","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"811
Concep&Design-Mass Com Rsch","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"833
Technology and Society","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","005","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"880","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"880","028","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"880","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Mass Communication","Course Total","","20","3.921","85.0","5.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"902
Graduate Teaching Colloquium","001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","","45","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
