"L&S","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"ILS
Dept. Total
500","437","3.587","50.1","23.8","8.7","2.7","1.6","0.5","1.6","0.5","",".","8.9","",".","",".","0.7",".","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","41","3.549","34.1","19.5","9.8",".",".",".","2.4",".","",".","34.1","",".","",".",".",".",".","."
"Sophomore","106","3.451","40.6","19.8","10.4","1.9","2.8","0.9","2.8",".","",".","20.8","",".","",".",".",".",".","."
"Junior","150","3.690","58.7","27.3","7.3","2.0","1.3","0.7",".",".","",".","2.0","",".","",".","0.7",".",".","."
"Senior","136","3.571","54.4","25.0","8.8","5.1","1.5",".","2.2","1.5","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","433","3.587","50.6","24.0","8.8","2.8","1.6","0.5","1.6","0.5","",".","9.0","",".","",".","0.7",".",".","."
"Special","4","***","","","","","","","","","","",".","",".","",".",".",".","100.0","."
"Dept. Total","437","3.587","50.1","23.8","8.7","2.7","1.6","0.5","1.6","0.5","",".","8.9","",".","",".","0.7",".","0.9","."
