"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","289","2.976","25.6","15.2","27.0","11.1","14.2","4.8","2.1",".",".",".",".",".",".",".",".","."
"","002
103","329","2.897","25.2","12.5","24.9","13.1","14.9","7.9","1.5",".",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","618","2.934","25.4","13.8","25.9","12.1","14.6","6.5","1.8",".",".",".",".",".",".",".",".","."
"","104
001","340","2.972","24.4","15.3","22.1","15.0","20.3","1.8","1.2",".",".",".",".",".",".",".",".","."
"","104
002","303","2.950","23.8","13.5","25.4","12.2","21.8","2.3","1.0",".",".",".",".",".",".",".",".","."
"","003
104","334","2.994","25.4","12.9","26.9","12.9","17.7","4.2",".",".",".",".",".",".",".",".",".","."
"","104
004","269","3.011","29.0","9.3","26.8","12.3","17.8","3.7","0.4",".",".",".",".",".","0.7",".",".","."
"","005
104","318","2.912","23.3","11.6","26.4","11.6","23.0","2.2","1.6",".",".",".",".",".","0.3",".",".","."
"","104
006","246","2.939","24.4","13.8","25.6","12.2","16.7","7.3",".",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1810","2.963","25.0","12.8","25.5","12.8","19.7","3.4","0.7",".",".",".",".",".","0.2",".",".","."
"","106
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","106
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chemistry II","Course Total","2","***","","","","","","","","","","","","","","","",""
"Chemistry in Our World","001
108","205","3.027","22.4","21.0","25.9","13.7","10.7","6.3",".",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","25","3.720","60.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
123","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","001
311","78","2.857","19.2","14.1","21.8","19.2","20.5","1.3","2.6",".",".",".",".",".","1.3",".",".","."
"Fundamentals of Analytical Sci","327
001","110","3.018","26.4","14.5","27.3","12.7","13.6","4.5","0.9",".",".",".",".",".",".",".",".","."
"","329
001","92","3.266","33.7","23.9","22.8","7.6","9.8","1.1","1.1",".",".",".",".",".",".",".",".","."
"","002
329","77","3.091","32.5","15.6","29.9","10.4","3.9","1.3","6.5",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","169","3.186","33.1","20.1","26.0","8.9","7.1","1.2","3.6",".",".",".",".",".",".",".",".","."
"","001
343","236","2.749","20.3","8.1","29.2","6.4","29.2","2.1","4.2",".",".",".",".",".","0.4",".",".","."
"","343
002","217","2.709","20.7","10.1","22.1","10.6","25.3","6.5","3.7",".",".",".",".",".","0.5",".","0.5","."
"","343
003","170","2.844","23.5","7.6","32.4","7.1","22.4","4.1","2.9",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","623","2.761","21.3","8.7","27.6","8.0","26.0","4.2","3.7",".",".",".",".",".","0.3",".","0.2","."
"","344
001","16","3.000","12.5","18.8","56.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","002
344","18","3.222","33.3","16.7","22.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","003
344","17","3.118","23.5","17.6","35.3","17.6",".","5.9",".",".",".",".",".",".",".",".",".","."
"","004
344","18","3.056","22.2","16.7","38.9","16.7",".",".","5.6",".",".",".",".",".",".",".",".","."
"","344
005","16","3.188","31.3","6.3","43.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.139","22.2","22.2","27.8","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","007
344","16","3.188","25.0","25.0","31.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
