"L&S","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1353","3.645","47.5","27.3","12.3","1.7","0.7","0.1","0.1","3.0","0.1","5.8","",".","0.7","0.4",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","111","3.622","51.4","35.1","7.2","2.7","2.7",".","0.9",".",".",".","",".",".",".",".",".","."
"Sophomore","266","3.716","57.5","29.7","11.7","0.4",".",".",".",".","0.4","0.4","",".",".",".",".",".","."
"Junior","294","3.582","46.3","28.2","19.4","1.7","0.3",".","0.3",".",".","3.7","",".",".",".",".",".","."
"Senior","557","3.634","45.4","28.9","11.8","2.3","0.9","0.2",".","0.4",".","9.2","",".",".","0.2",".","0.7","."
"Undergraduates","1228","3.638","48.8","29.5","13.2","1.8","0.7","0.1","0.2","0.2","0.1","5.1","",".",".","0.1",".","0.3","."
"Special","10","3.714","40.0","20.0","10.0",".",".",".",".","30.0",".",".","",".",".",".",".",".","."
"Graduate","115","3.817","34.8","4.3","3.5","0.9",".",".",".","30.4",".","13.9","",".","8.7","3.5",".",".","."
"Dept. Total","1353","3.645","47.5","27.3","12.3","1.7","0.7","0.1","0.1","3.0","0.1","5.8","",".","0.7","0.4",".","0.3","."
