"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","31","3.855","87.1","6.5",".","3.2","3.2",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","22","3.523","27.3","50.0","22.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","53","3.717","62.3","24.5","9.4","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","15","3.833","86.7","6.7",".",".","6.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","34","3.647","50.0","32.4","14.7","2.9",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","52","3.721","63.5","23.1","9.6","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.717","62.3","24.5","9.4","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
