"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
010","7","",".",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","42.9"
"","854
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
013","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
015","12","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
016","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
017","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","145","",".",".",".",".",".",".",".","87.6","0.7",".",".",".","0.7",".",".","11.0"
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Institutionalized Persons","862
001","19","",".",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","21.1"
"International Tax","870
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","14","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","74","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","16","0.857","6.3",".","12.5",".","6.3",".",".","6.3",".",".",".",".",".",".","6.3","."
"Probs-Criminal Justice Adm","915
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
001","10","1.167","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","918
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","17","1.167","5.9","5.9","5.9",".",".",".",".","41.2",".",".",".",".","5.9",".",".","."
"Problems- Land Law Seminar","928
001","6","1.833","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","12","1.083","8.3",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","25","1.320","12.0",".","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","23","1.545","30.4",".","8.7",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","940
003","20","2.750","10.0",".","75.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","004
940","9","1.444","11.1",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","10","1.200",".",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","10","2.150","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","10","0.960",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","9","2.778","44.4","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","26","0.885","11.5",".","11.5",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","940
012","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","041
940","9","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","163","1.598","14.1","1.2","26.4","0.6","1.2",".",".","8.0",".",".",".",".",".",".",".","."
"","950
001","30","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
004","6","0.667","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","66","0.667","1.5",".",".",".",".",".",".","87.9",".",".",".",".",".",".",".","3.0"
"Problems:Bus Org-Seminar","953
001","9","1.556","33.3",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 338 of 422",""
