"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"","999
015","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","7","4.000","42.9",".",".",".",".",".",".","42.9",".",".","",".","14.3",".",".",".","."
"M E
612","Dept. Total","2893","3.337","35.7","24.4","19.2","6.9","5.2","1.2","0.7","3.6","0.0","0.1","",".","2.6","0.3",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.233","33.3","29.2","14.6","8.3","8.3","2.1","2.1",".",".",".","",".",".","2.1",".",".","."
"Sophomore","","241","3.420","40.7","31.5","16.6","5.4","3.7","0.8","1.2",".",".",".","",".",".",".",".",".","."
"Junior","","567","3.184","34.2","22.6","21.9","10.4","7.8","1.9","1.1",".",".",".","",".",".","0.2",".",".","."
"Senior","","1624","3.326","35.0","27.2","22.7","7.5","5.5","1.3","0.5",".",".",".","",".",".","0.3",".",".","."
"Undergraduates","","2480","3.302","35.4","26.6","21.7","8.0","5.9","1.4","0.7",".",".",".","",".",".","0.3",".",".","."
"Special","","17","2.691","35.3","23.5","11.8","5.9","5.9",".","17.6",".",".",".","",".",".",".",".",".","."
"Graduate","","438","3.786","42.7","11.2","3.4","0.2","0.5",".",".","23.5","0.2","0.5","",".","17.1","0.5",".","0.2","."
"","Dept. Total","2935","3.337","36.5","24.3","18.9","6.8","5.1","1.2","0.7","3.5","0.0","0.1","",".","2.6","0.3",".","0.0","."
