"","990
020","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
027","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".","",".",".","52.9","",".",".","",".","47.1",".",".",".","."
"N E
684","Dept. Total","323","3.360","27.9","18.9","14.6","6.8","3.4","",".","0.9","11.8","",".",".","",".","13.3","2.2","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","10","2.780","20.0","50.0",".",".",".","",".","20.0",".","",".",".","",".",".",".","10.0",".","."
"Senior","","148","3.319","33.8","23.0","22.3","14.2","5.4","",".",".",".","",".",".","",".",".","1.4",".",".","."
"Undergraduates","","158","3.291","32.9","24.7","20.9","13.3","5.1","",".","1.3",".","",".",".","",".",".","1.3","0.6",".","."
"Special","","13","2.250","7.7",".","15.4","7.7","23.1","",".","7.7",".","",".",".","",".",".","38.5",".",".","."
"Graduate","","155","3.674","23.9","14.2","7.7",".",".","",".",".","26.5","",".",".","",".","27.7",".",".",".","."
"","Dept. Total","326","3.360","27.6","18.7","14.4","6.7","3.4","",".","0.9","12.6","",".",".","",".","13.2","2.1","0.3",".","."
