"","990
059","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
065","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
066","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","65","",".",".",".",".",".",".",".","86.2","1.5",".","",".","10.8","1.5",".",".","."
"PSYCH
820","Dept. Total","4868","3.311","43.7","17.6","18.1","7.9","6.8","3.2","0.8","1.4","0.0",".","",".","0.1","0.3","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","383","2.866","21.1","18.5","23.5","12.5","12.8","8.6","2.3",".",".",".","",".",".",".","0.3",".","0.3"
"Sophomore","","1119","3.237","38.1","20.3","19.0","9.5","7.6","4.4","0.5","0.1",".",".","",".",".","0.4","0.1",".","."
"Junior","","1358","3.254","40.4","17.8","21.3","8.3","7.7","3.3","1.0","0.1",".",".","",".",".","0.1","0.1","0.1","."
"Senior","","1743","3.468","53.0","16.9","16.0","6.5","5.0","1.4","0.4","0.1",".",".","",".",".","0.3",".","0.2","."
"Undergraduates","","4603","3.302","43.0","18.1","18.9","8.3","7.1","3.3","0.8","0.1",".",".","",".",".","0.2","0.1","0.1","0.0"
"Special","","47","3.070","38.3","14.9","10.6","4.3","6.4","6.4","4.3","8.5",".",".","",".",".",".","2.1","4.3","."
"Graduate","","217","3.848","59.4","6.9","1.4",".","0.5","0.5",".","26.7","0.5",".","",".","3.2","0.9",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4868","3.311","43.7","17.6","18.1","7.9","6.8","3.2","0.8","1.4","0.0",".","",".","0.1","0.3","0.1","0.1","0.0"
