"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
005","14","3.857","85.7","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","105
006","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","21","3.881","85.7","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","110
001","28","3.821","78.6","10.7","7.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","002
110","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
011","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"","110
021","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
022","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
024","14","3.679","64.3","21.4","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","110
025","22","3.250","45.5","27.3","4.5","4.5","9.1","4.5","4.5",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","144","3.797","80.6","9.7","4.2","1.4","2.1","0.7","0.7",".",".",".",".",".",".",".",".","0.7"
"","115
001","17","3.765","94.1",".",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","115
005","33","3.833","75.8","18.2","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","115
007","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
008","10","3.400","80.0",".",".",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"","115
021","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"","115
022","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
027","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
035","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
036","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
037","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
038","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
042","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
043","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
044","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
045","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
046","6","3.417","66.7","16.7",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"","115
047","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
048","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
049","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","214","3.854","86.4","8.9","1.4","0.5","0.5","0.5","1.4",".",".",".",".",".",".",".",".","0.5"
"","125
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Wisconsin Experience Seminar","Course Total","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coming to Terms-Cultrl Divrsty","225
001","130","3.752","73.8","13.8","3.1","4.6","3.8",".",".",".",".",".",".",".","0.8",".",".","."
"","300
004","18","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","300
005","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics: Couns./Couns. Psych","Course Total","72","3.991","94.4","1.4",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","325
001","25","3.820","76.0","16.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","","Page 82 of 422"
