"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Master's Research","Course Total","","82","",".",".",".",".",".",".",".","96.3",".",".",".","1.2",".",".","2.4","."
"838","001","","31","3.750","3.2","3.2",".",".",".",".",".",".",".",".",".",".",".",".","93.5","."
"838","002","","9","3.938","77.8","11.1",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","40","3.900","20.0","5.0",".",".",".",".",".","2.5",".",".",".",".",".",".","72.5","."
"899","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","091","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","80","",".",".",".",".",".",".",".","96.3",".",".",".",".",".",".","3.8","."
"900
Adv Seminar - Computer Science","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 194 of 410",""
