"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Federal Law & Indian Tribes","730
001","11","0.800",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","52","1.316","9.6","1.9","25.0",".","1.9",".","1.9","5.8",".",".",".",".",".",".",".","."
"Trusts and Estates","733
001","106","1.152","12.3",".","5.7",".","2.8",".",".","36.8",".",".",".",".",".",".","0.9","."
"Secured Transactions","736
001","41","1.029","9.8",".","14.6",".","2.4",".",".","14.6",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","12","1.364","25.0",".","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","740
001","58","0.740","3.4","1.7","12.1",".","5.2",".",".","8.6",".",".",".",".",".",".","1.7","."
"","740
002","13","1.077","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
003","45","1.674","6.7",".","40.0",".","6.7",".",".","4.4",".",".",".",".",".",".",".","."
"","740
004","12","1.700","16.7",".","25.0",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Constitutional Law II","Course Total","128","1.199","7.0","0.8","23.4",".","4.7",".",".","5.5",".",".",".",".","1.6",".","0.8","."
"Taxation I","001
742","79","1.392","20.3",".","12.7",".","5.1","1.3",".","6.3",".",".",".",".",".",".",".","."
"","743
001","15","1.133","13.3",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","11","1.818","27.3",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","743
003","26","1.667","26.9",".","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Negotiations","Course Total","52","1.516","23.1",".","17.3",".","1.9",".",".","3.8",".",".",".",".",".",".",".","."
"Administrative Law","744
001","75","1.290","13.3",".","16.0",".","2.7",".",".","16.0",".",".",".",".",".",".","1.3","."
"Labor Relations Law","745
001","20","1.263","15.0",".","15.0",".","5.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"Legislation","746
001","31","1.968","25.8",".","29.0",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"Antitrust","748
001","15","0.933","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Copyright Law","752
001","19","1.105","15.8",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","27","0.960","11.1",".","14.8",".",".",".","3.7","7.4",".",".",".",".",".",".",".","."
"Role of Police in Free Soc","760
001","23","1.405","8.7","4.3","26.1",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"Equal Employment Law","765
001","25","1.074","16.0",".","12.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","771
001","6","0.667","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
002","11","0.909","9.1",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
003","7","2.000","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","Course Total","24","1.119","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","34","0.581","2.9",".","11.8",".","2.9",".",".","8.8",".",".",".",".",".",".",".","."
"","801
002","96","1.346","5.2",".","30.2",".","1.0",".",".","15.6",".",".",".",".",".",".",".","."
"","801
003","34","1.469","20.6",".","17.6",".",".","2.9",".","5.9",".",".",".",".",".",".",".","."
"Evidence","Course Total","164","1.208","7.9",".","23.8",".","1.2","0.6",".","12.2",".",".",".",".",".",".",".","."
"","802
001","59","1.132","8.5",".","16.9",".","6.8","3.4",".","10.2",".",".",".",".",".",".",".","."
"","802
003","20","0.750","5.0","5.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","79","1.035","7.6","1.3","15.2",".","5.1","2.5",".","10.1",".",".",".",".",".",".",".","."
"","808
001","11","1.364",".",".","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","23","1.304",".",".","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
004","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","817
001","132","1.290","11.4","0.8","23.5",".","2.3",".",".","3.8",".",".",".",".",".",".","0.8","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 331 of 410",""
