"EDU","","","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"CURRIC
Dept. Total
272","2060","3.915","64.7","6.4","1.7","0.3","0.2","",".","0.0","3.7","",".","18.1","",".","3.1","1.6","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","14","3.731","42.9","50.0",".",".",".","",".",".",".","",".",".","",".",".","7.1",".",".","."
"Sophomore","67","3.791","70.1","22.4","6.0","1.5",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","202","3.838","64.9","16.3","5.4",".",".","",".",".",".","",".","13.4","",".",".",".",".",".","."
"Senior","1148","3.936","64.0","5.1","0.9","0.4","0.2","",".",".",".","",".","29.1","",".",".","0.2",".",".","."
"Undergraduates","1431","3.908","64.2","7.9","1.7","0.4","0.1","",".",".",".","",".","25.2","",".",".","0.2",".",".","."
"Special","107","3.854","71.0","4.7","4.7",".","1.9","",".",".","0.9","",".","10.3","",".",".","4.7","0.9","0.9","."
"Graduate","522","3.951","64.8","2.5","0.8",".","0.2","",".","0.2","14.6","",".",".","",".","12.1","4.6","0.2","0.2","."
"Dept. Total","2060","3.915","64.7","6.4","1.7","0.3","0.2","",".","0.0","3.7","",".","18.1","",".","3.1","1.6","0.1","0.1","."
