"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"","999
039","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","768","3.650","62.0","16.4","10.9","5.1","2.5","0.5","0.1","1.8","0.1",".","",".","0.1","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","101","3.566","59.4","16.8","11.9","5.9","5.0",".","1.0",".",".",".","",".",".",".",".",".","."
"Junior","","198","3.556","57.6","17.7","11.6","7.1","4.0","1.5",".",".",".",".","",".",".","0.5",".",".","."
"Senior","","407","3.696","64.4","17.7","11.1","4.7","1.5",".",".","0.5",".",".","",".",".","0.2",".",".","."
"Undergraduates","","706","3.638","61.8","17.6","11.3","5.5","2.7","0.4","0.1","0.3",".",".","",".",".","0.3",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","59","3.813","62.7","3.4","6.8",".",".","1.7",".","20.3","1.7",".","",".","1.7","1.7",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","768","3.650","62.0","16.4","10.9","5.1","2.5","0.5","0.1","1.8","0.1",".","",".","0.1","0.4",".",".","."
