"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Calc--Functns of Variables","Course Total","964","2.820","24.3","12.3","22.8","10.2","19.5","6.7","3.4","0.2",".",".",".",".","0.1","0.2","0.1","0.1"
"Intro to Discrete Mathematics","240
001","27","3.111","40.7","14.8","14.8","14.8","7.4",".","7.4",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","275
001","26","3.167","19.2","30.8","19.2","15.4","3.8","3.8",".","7.7",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","88","",".",".",".",".",".",".",".",".",".","98.9","1.1",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","26","2.692","19.2",".","46.2",".","23.1","7.7","3.8",".",".",".",".",".",".",".",".","."
"","319
001","93","2.581","17.2","16.1","11.8","16.1","24.7","7.5","6.5",".",".",".",".",".",".",".",".","."
"","319
002","116","3.095","47.4","7.8","17.2","6.0","10.3","5.2","6.0",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","209","2.866","34.0","11.5","14.8","10.5","16.7","6.2","6.2",".",".",".",".",".",".",".",".","."
"","320
001","91","2.861","24.2","11.0","26.4","9.9","18.7","6.6","2.2",".",".",".",".",".","1.1",".",".","."
"","320
002","91","2.650","13.2","14.3","20.9","19.8","19.8","7.7","3.3","1.1",".",".",".",".",".",".",".","."
"","003
320","91","2.389","8.8","8.8","24.2","13.2","27.5","9.9","6.6",".",".",".",".",".","1.1",".",".","."
"Linear Alg & Diff Equations","Course Total","273","2.633","15.4","11.4","23.8","14.3","22.0","8.1","4.0","0.4",".",".",".",".","0.7",".",".","."
"Appl Mathematical Analysis","001
321","70","2.193","10.0","7.1","5.7","22.9","31.4","17.1","5.7",".",".",".",".",".",".",".",".","."
