"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Prob Solvng: Alg, Prob & Stats","Course Total","52","3.125","34.6","19.2","15.4","13.5","9.6","7.7",".",".",".",".",".",".",".",".",".","."
"Pre-calc&Calc-Mid Schl Teachrs","136
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","141
001","67","3.038","17.9","13.4","41.8","14.9","9.0",".","1.5",".",".",".",".",".",".",".",".","1.5"
"","141
002","56","3.027","12.5","25.0","33.9","19.6","5.4","3.6",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","123","3.033","15.4","18.7","38.2","17.1","7.3","1.6","0.8",".",".",".",".",".",".",".",".","0.8"
"","171
001","228","2.763","21.9","13.6","23.7","11.0","17.5","7.5","4.8",".",".",".",".",".",".",".",".","."
"","171
002","224","2.757","18.8","12.9","27.2","11.6","18.8","7.1","3.6",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","452","2.760","20.4","13.3","25.4","11.3","18.1","7.3","4.2",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","210
001","61","2.295","23.0","3.3","19.7","3.3","13.1","32.8","4.9",".",".",".",".",".",".",".",".","."
"","211
001","179","2.590","20.7","7.3","28.5","3.9","20.7","12.8","5.6",".",".",".",".",".","0.6",".",".","."
"","211
002","179","2.842","31.8","6.1","24.6","2.8","22.3","6.7","4.5","0.6",".",".",".",".","0.6",".",".","."
"Calculus","Course Total","358","2.715","26.3","6.7","26.5","3.4","21.5","9.8","5.0","0.3",".",".",".",".","0.6",".",".","."
"Calc/Intro-Differntl Equats","213
001","141","3.067","33.3","12.8","27.0","9.2","10.6","3.5","3.5",".",".",".",".",".",".",".",".","."
"","221
001","212","2.575","20.8","8.0","20.3","8.0","29.2","7.1","6.6",".",".",".",".",".",".",".",".","."
"","221
002","187","2.802","25.7","5.3","30.5","9.6","18.2","7.0","3.7",".",".",".",".",".",".",".",".","."
"","221
003","177","2.695","15.3","8.5","33.3","9.6","23.7","7.3","2.3",".",".",".",".",".",".",".",".","."
"","221
004","188","2.751","17.6","14.4","23.9","16.0","18.1","5.3","4.3",".",".",".",".",".","0.5",".",".","."
"","221
005","228","2.462","15.8","7.9","24.1","6.6","27.6","9.2","7.9","0.4",".",".",".",".","0.4",".",".","."
"","221
006","186","2.828","26.9","10.8","21.5","11.8","18.8","5.9","4.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","1178","2.676","20.2","9.1","25.4","10.1","22.9","7.0","5.0","0.1",".",".",".",".","0.2",".",".","."
"","222
001","125","2.548","25.6","4.0","23.2","4.0","24.8","7.2","10.4",".",".",".",".",".",".","0.8",".","."
"","222
002","171","2.693","17.0","7.0","28.7","12.3","26.9","6.4","1.8",".",".",".",".",".",".",".",".","."
"","222
003","221","2.699","18.1","10.4","29.4","7.2","23.1","8.6","3.2",".",".",".",".",".",".",".",".","."
"","222
004","219","2.708","21.9","12.8","23.3","10.0","16.4","10.5","5.0",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","736","2.675","20.2","9.2","26.4","8.7","22.3","8.4","4.6",".",".",".",".",".",".","0.1",".","."
"","234
001","116","2.864","27.6","7.8","29.3","8.6","15.5","3.4","6.0","0.9",".",".",".",".",".",".","0.9","."
"","002
234","337","2.951","27.0","16.0","23.4","11.0","12.2","7.1","2.7",".",".",".",".",".",".","0.3",".","0.3"
"","003
234","295","2.673","22.0","9.8","19.3","11.2","25.1","7.8","4.4",".",".",".",".",".","0.3",".",".","."
"","004
234","216","2.792","21.3","12.5","23.1","8.3","25.5","6.5","1.9","0.5",".",".",".",".",".","0.5",".","."
