"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
003","23","2.978","17.4","26.1","26.1","4.3","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","101
005","22","3.048","31.8","18.2","18.2","9.1","9.1","4.5","4.5","4.5",".",".",".",".",".",".",".","."
"","101
006","22","2.857","18.2","31.8","13.6","4.5","18.2",".","9.1",".","4.5",".",".",".",".",".",".","."
"","007
101","24","3.196","33.3","8.3","33.3","12.5","4.2","4.2",".","4.2",".",".",".",".",".",".",".","."
"","101
008","23","3.174","34.8","17.4","30.4",".","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","009
101","23","3.159","30.4","8.7","26.1","21.7","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","010
101","24","3.313","37.5","16.7","33.3","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","101
012","21","3.071","28.6","14.3","33.3","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","101
013","21","2.700","23.8","4.8","23.8","4.8","28.6","4.8","4.8","4.8",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","203","3.063","28.6","16.3","26.6","7.9","12.8","2.5","3.0","2.0","0.5",".",".",".",".",".",".","."
"","102
001","19","2.895","21.1","10.5","36.8","10.5","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","102
002","23","3.000","4.3","39.1","39.1","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","102
003","21","2.738","9.5","9.5","38.1","23.8","14.3",".","4.8",".",".",".",".",".",".",".",".","."
"","004
102","24","2.979","20.8","25.0","25.0","4.2","20.8",".","4.2",".",".",".",".",".",".",".",".","."
"","102
005","24","3.375","20.8","45.8","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","18","3.028","11.1","33.3","33.3","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","102
007","20","3.250","10.0","35.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","23","2.696","4.3","13.0","39.1","21.7","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","102
009","21","3.225","23.8","19.0","38.1","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","102
010","21","3.000","28.6","19.0","19.0","9.5","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"","011
102","22","3.000","22.7","27.3","13.6","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","012
102","23","3.065","21.7","26.1","30.4","4.3","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","102
013","22","3.273","13.6","50.0","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","102
014","20","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","23","3.565","39.1","43.5","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
016","23","3.391","26.1","34.8","34.8",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
017","23","3.196","13.0","30.4","43.5","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","370","3.138","20.0","29.2","30.3","8.1","9.2","1.4","1.6","0.3",".",".",".",".",".",".",".","."
"","203
001","19","3.105","15.8","31.6","31.6",".","21.1",".",".",".",".",".",".",".",".",".",".","."
"","203
002","21","3.357","14.3","52.4","28.6",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","203
003","13","3.500","38.5","30.8","15.4",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","203
004","22","3.614","50.0","27.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","23","3.239","13.0","26.1","56.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","23","3.543","39.1","34.8","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","007
203","23","3.261","21.7","30.4","34.8","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","009
203","24","3.021","16.7","16.7","45.8","4.2","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","203
010","22","3.205","18.2","13.6","63.6",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
011","24","3.313","29.2","29.2","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
012","24","2.854","16.7","25.0","20.8","12.5","16.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"","203
013","23","3.524","30.4","39.1","17.4","4.3",".",".",".","4.3",".",".",".",".","4.3",".",".","."
"","203
014","22","3.227","27.3","22.7","31.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","203
015","22","3.341","22.7","36.4","31.8","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","016
203","21","2.881",".","19.0","52.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","017
203","24","3.396","45.8","12.5","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","018
203","24","3.188","33.3","8.3","45.8","4.2",".","8.3",".",".",".",".",".",".",".",".",".","."
"","203
019","22","3.227","13.6","27.3","50.0","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 309 of 410",""
