"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","Course Total","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".",".",".","18.2","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"706
Plates,Shells&Pressr Vessel","001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Advanced Polymer Processing","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"722
Intro to Polymer Rheology","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","3","***","","","","","","","","","","","","","","","",""
"746","001","","26","3.673","34.6","65.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","003","","8","3.500",".","87.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Dynamics-Controlled Systems","Course Total","","34","3.636","26.5","70.6",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"747","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"747","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Comp Ctrl-Machines&Proc","Course Total","","13","3.792","53.8","38.5",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"775
Turblnt Heat&Momentm Trnsfr","001","","19","3.694","52.6","31.6","5.3","5.3",".",".",".",".",".",".",".",".","5.3",".",".","."
"790","004","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"790","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","068","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
