"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","990
046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","39","",".",".",".",".",".",".",".","74.4","2.6",".",".","23.1",".",".",".","."
"SPANISH
912","Dept. Total","3861","3.349","35.7","24.4","25.4","5.5","5.0","0.8","0.9","1.4","0.1",".",".","0.3","0.4",".","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1165","3.395","31.3","30.6","29.3","5.2","2.7","0.4","0.3",".",".",".",".",".","0.3",".",".","0.1"
"Sophomore","","884","3.274","30.2","24.4","30.5","6.7","6.3","0.7","0.9","0.1",".",".",".",".","0.1",".",".","."
"Junior","","793","3.236","33.5","23.0","25.2","7.3","6.6","1.4","1.8","0.6","0.1",".",".",".","0.1",".",".","0.4"
"Senior","","811","3.394","45.1","20.5","19.1","4.6","6.4","1.2","1.0","1.5",".",".",".","0.1","0.4",".",".","0.1"
"Undergraduates","","3653","3.333","34.6","25.2","26.4","5.9","5.2","0.9","0.9","0.5","0.0",".",".","0.0","0.2",".",".","0.1"
"Special","","23","3.790","60.9","8.7","13.0",".",".",".",".","13.0",".",".",".",".",".",".","4.3","."
"Graduate","","184","3.807","55.4","11.4","6.5",".","0.5",".",".","17.4","0.5",".",".","4.9","3.3",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3861","3.349","35.7","24.4","25.4","5.5","5.0","0.8","0.9","1.4","0.1",".",".","0.3","0.4",".","0.0","0.1"
