"TERM : 1122","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2011-2012","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","196","3.603","47.4","28.6","14.3","3.6","0.5","0.5","",".","3.6","",".",".","",".","0.5","0.5",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.233",".","75.0",".","25.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","2","3.786","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","19","3.211","26.3","26.3","21.1","5.3","5.3","5.3","",".",".","",".",".","",".",".","5.3",".",".","5.3"
"Undergraduates","","25","3.266","24.0","36.0","16.0","8.0","4.0","4.0","",".",".","",".",".","",".",".","4.0",".",".","4.0"
"Special","","9","3.775","55.6","11.1","11.1",".",".",".","",".","22.2","",".",".","",".",".",".",".",".","."
"Graduate","","158","3.649","50.0","28.5","14.6","3.2",".",".","",".","3.2","",".",".","",".","0.6",".",".",".","."
"Prof Yr 4","","4","3.864","75.0","25.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","4","3.864","75.0","25.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","196","3.603","47.4","28.6","14.3","3.6","0.5","0.5","",".","3.6","",".",".","",".","0.5","0.5",".",".","0.5"
