"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"709
Mathematical Statistics","001","","20","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Multivariate Analysis I","001","","33","3.788","66.7","27.3","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"775
Intro-Bayesian Decisn&Cntrl","001","","25","3.604","44.0","28.0","24.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"831
Theory of Probability","001","","16","3.719","62.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"840
Statistcl Model Buildng&Learng","001","","16","3.906","93.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"849
Thry&Appl-Regress&AnalVar I","001","","28","3.446","17.9","53.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","130","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","195","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","231","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","250","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","45","",".",".",".",".",".",".",".","68.9",".",".",".","31.1",".",".",".","."
"992
Seminar","001","","17","3.939","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"998
Statistical Consulting","001","","14","3.393","42.9",".","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".","."
