"","990
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","13","",".",".",".",".",".",".",".","76.9",".",".",".","15.4",".","7.7",".","."
"Independent Research","999
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"E ASIAN
295","Dept. Total","982","3.581","50.3","24.3","11.9","5.1","2.5","0.5","0.5","2.0",".","0.2",".","0.2","1.9","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.566","53.7","20.7","14.0","5.8","2.5",".","1.7","0.8",".",".",".",".","0.8",".",".","."
"Sophomore","","202","3.663","55.9","26.2","12.4","4.0",".",".","0.5",".",".","0.5",".",".",".","0.5",".","."
"Junior","","218","3.516","50.5","24.3","11.5","4.6","5.5","1.4","0.5","0.9",".",".",".",".",".",".",".","0.9"
"Senior","","323","3.541","46.1","26.6","14.2","6.5","2.5","0.6","0.3","0.9",".","0.3",".",".","1.9",".",".","."
"Undergraduates","","864","3.571","50.6","25.1","13.1","5.3","2.7","0.6","0.6","0.7",".","0.2",".",".","0.8","0.1",".","0.2"
"Special","","18","3.327","27.8","44.4",".","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","98","3.808","52.0","14.3","4.1",".","1.0",".",".","13.3",".",".",".","2.0","12.2","1.0",".","."
"Prof Yr 2","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","982","3.581","50.3","24.3","11.9","5.1","2.5","0.5","0.5","2.0",".","0.2",".","0.2","1.9","0.2",".","0.2"
