"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1709","3.818","60.2","20.5","3.7","0.5","0.1","",".","0.1","3.0","",".","10.2",".","1.0","0.6",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.980","96.1","3.9",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","27","3.918","85.2","11.1",".",".",".","",".",".",".","",".","3.7",".",".",".",".",".","."
"Junior","","302","3.814","54.0","14.2","2.6",".","0.3","",".","0.7",".","",".","28.1",".",".",".",".",".","."
"Senior","","1040","3.802","59.0","25.2","5.1","0.5",".","",".",".",".","",".","8.6",".","1.5","0.1",".",".","."
"Undergraduates","","1445","3.812","60.4","21.5","4.2","0.3","0.1","",".","0.1",".","",".","12.1",".","1.1","0.1",".",".","."
"Special","","7","4.000","85.7",".",".",".",".","",".",".","14.3","",".",".",".",".",".",".",".","."
"Graduate","","254","3.849","57.9","15.7","1.2","1.2","0.4","",".",".","19.7","",".",".",".","0.4","3.5",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1709","3.818","60.2","20.5","3.7","0.5","0.1","",".","0.1","3.0","",".","10.2",".","1.0","0.6",".",".","."
