"","990
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","73.3",".",".",".","26.7",".",".",".","."
"Independent Work","999
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"COMP LIT
260","Dept. Total","388","3.449","33.2","35.8","13.4","4.6","2.3","0.8","1.3","3.6","0.3","1.5",".","1.0","1.3","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.529","35.3","47.1","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","89","3.420","30.3","46.1","11.2","5.6","3.4","1.1","1.1",".",".",".",".",".",".","1.1",".","."
"Junior","","115","3.438","30.4","40.0","18.3","6.1","2.6","0.9",".",".",".",".",".",".","1.7",".",".","."
"Senior","","107","3.317","29.9","37.4","16.8","5.6","1.9","0.9","3.7","0.9","0.9",".",".",".","0.9","0.9",".","."
"Undergraduates","","328","3.399","30.5","41.2","15.5","5.5","2.7","0.9","1.5","0.3","0.3",".",".",".","0.9","0.6",".","."
"Special","","10","3.722","50.0","30.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Graduate","","50","3.980","48.0","2.0",".",".",".",".",".","24.0",".","12.0",".","8.0","4.0",".",".","."
"","Dept. Total","388","3.449","33.2","35.8","13.4","4.6","2.3","0.8","1.3","3.6","0.3","1.5",".","1.0","1.3","0.5",".","."
