"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Research or Thesis","Course Total","28","",".",".",".",".",".",".",".","35.7",".",".",".","64.3",".",".",".","."
"Independent Reading","999
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"COUN PSY
270","Dept. Total","1185","3.836","75.8","11.4","4.0","1.3","0.6","0.5","0.8","0.9",".","2.6",".","1.5","0.3",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","481","3.781","78.0","12.1","5.0","2.1","1.0","1.0","0.6",".",".",".",".",".","0.2",".",".","."
"Sophomore","","186","3.844","81.7","12.4","3.2","1.1","0.5",".","1.1",".",".",".",".",".",".",".",".","."
"Junior","","159","3.825","76.7","16.4","4.4","0.6",".",".","1.3",".",".",".",".",".",".",".",".","0.6"
"Senior","","159","3.782","79.9","10.1","6.3","1.3","0.6","0.6","0.6",".",".",".",".",".","0.6",".",".","."
"Undergraduates","","985","3.802","78.8","12.5","4.8","1.5","0.7","0.6","0.8",".",".",".",".",".","0.2",".",".","0.1"
"Special","","4","3.500","75.0",".",".",".",".",".","25.0",".",".",".",".",".",".",".",".","."
"Graduate","","196","3.958","60.2","6.1",".",".",".",".",".","5.6",".","15.8",".","9.2","1.0",".","0.5","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1186","3.836","75.7","11.4","4.0","1.3","0.6","0.5","0.8","0.9",".","2.6",".","1.5","0.3",".","0.1","0.1"
