"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intro to College Composition","Course Total","841","3.642","52.0","32.5","11.9","2.1","0.5","0.4","0.6",".",".",".",".",".",".",".",".","0.1"
"","110
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","110
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","110
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","43","",".",".",".",".",".",".",".",".",".","95.3","4.7",".",".",".",".","."
"","115
001","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","115
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
004","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","115
006","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","64","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
001","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
006","17","",".",".",".",".",".",".",".",".",".","76.5","23.5",".",".",".",".","."
"","116
007","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
009","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","116
010","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","116
012","18","",".",".",".",".",".",".",".",".",".","77.8","22.2",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","151","",".",".",".",".",".",".",".",".",".","88.7","11.3",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
009","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
010","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
013","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","172","",".",".",".",".",".",".",".",".",".","99.4","0.6",".",".",".",".","."
"","118
001","10","3.500","50.0","10.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","14","3.286","14.3","50.0","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","11","3.000",".","72.7","9.1",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"","118
004","14","3.714","64.3","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
005","15","3.133","26.7","26.7","26.7","13.3",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
008","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
010","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
012","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
013","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
014","14","3.286","28.6","42.9","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","152","3.497","39.5","38.8","14.5","3.9","1.3",".","2.0",".",".",".",".",".",".",".",".","."
"","122
002","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 204 of 410",""
