"BUS","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","651","3.426","39.8","27.8","20.4","6.3","3.8","1.2","",".","0.3","",".",".","",".","0.2","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","62","3.283","33.9","24.2","24.2","8.1","6.5","3.2","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","180","3.179","23.3","26.1","27.2","12.8","7.8","2.2","",".",".","",".",".","",".",".","0.6",".",".","."
"Senior","","194","3.435","35.1","33.5","20.6","5.7","3.6","1.0","",".","0.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","436","3.308","30.0","29.1","23.9","8.9","5.7","1.8","",".","0.2","",".",".","",".",".","0.2",".",".","."
"Special","","9","3.667","44.4","44.4","11.1",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","204","3.696","60.3","24.5","13.2","1.0",".",".","",".","0.5","",".",".","",".","0.5",".",".",".","."
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","651","3.426","39.8","27.8","20.4","6.3","3.8","1.2","",".","0.3","",".",".","",".","0.2","0.2",".",".","."
