"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPUTER SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"990","013","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","018","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","020","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","021","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","028","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","029","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","032","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","033","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","035","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","061","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","082","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","085","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","090","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","095","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","097","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","38","",".","",".","",".",".","",".","",".","",".","100.0",".",".",".",".",".",".",".","."
"999","005","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","013","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","018","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","020","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","021","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","029","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","030","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","090","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","099","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","19","4.000","47.4","",".","",".",".","",".","",".","",".","47.4",".",".",".",".",".",".","5.3","."
