"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Reading","4","***","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","463","3.675","49.5","21.4","7.6","3.9","0.9","",".","0.2","7.1","",".","3.0","",".","3.5","2.6","0.2","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","36","3.653","52.8","33.3","8.3","2.8","2.8","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","15","3.352","20.0","46.7","20.0","13.3",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","100","3.393","29.0","35.0","20.0","12.0","2.0","",".",".",".","",".",".","",".",".","2.0",".",".","."
"Senior","158","3.775","65.8","24.1","4.4","1.9",".","",".","0.6","0.6","",".",".","",".",".","1.3","0.6","0.6","."
"Undergraduates","309","3.615","50.2","29.8","10.7","5.8","1.0","",".","0.3","0.3","",".",".","",".",".","1.3","0.3","0.3","."
"Special","7","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","147","3.899","45.6","4.8","1.4",".","0.7","",".",".","21.8","",".","9.5","",".","10.9","5.4",".",".","."
"Dept. Total","463","3.675","49.5","21.4","7.6","3.9","0.9","",".","0.2","7.1","",".","3.0","",".","3.5","2.6","0.2","0.2","."
