"Research","Course Total","17","",".",".",".",".",".",".",".","94.1",".",".",".","",".","5.9",".",".","."
"","999
025","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
038","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"Independent Research","Course Total","5","***","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","434","3.778","66.1","17.7","7.6","0.7","0.7","0.2","0.2","3.9",".","0.2",".","",".","1.8",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.750","72.8","13.0","10.9",".","2.2","1.1",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","35","3.639","71.4","11.4","8.6","2.9","2.9",".","2.9",".",".",".",".","",".",".",".",".","."
"Junior","","94","3.739","57.4","26.6","11.7",".",".",".",".",".",".",".",".","",".","3.2",".","1.1","."
"Senior","","146","3.805","69.2","20.5","6.2","1.4",".",".",".","0.7",".",".",".","",".","1.4",".","0.7","."
"Undergraduates","","367","3.758","67.3","19.3","9.0","0.8","0.8","0.3","0.3","0.3",".",".",".","",".","1.4",".","0.5","."
"Special","","3","3.750","33.3","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","33.3","."
"Graduate","","64","3.943","60.9","7.8",".",".",".",".",".","25.0",".","1.6",".","",".","4.7",".",".","."
"","Dept. Total","434","3.778","66.1","17.7","7.6","0.7","0.7","0.2","0.2","3.9",".","0.2",".","",".","1.8",".","0.7","."
