"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"836","002","16","3.469","18.8","56.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"836","003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Hlth Policies&Services","Course Total","53","3.726","60.4","26.4","11.3","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"840","001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"840","002","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","28","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"874
Adv Prac-Hlth, Aging, Disablty","001","26","3.940","92.3",".",".","3.8",".",".",".",".",".",".",".",".","3.8",".",".","."
"875
Hlth, Aging, Disably Pol&Serv","001","25","3.896","80.0","12.0","4.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"920","001","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","002","20","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","003","15","3.433","20.0","46.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chld, Youth, Fam Pol&Services","Course Total","51","3.618","33.3","56.9","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"921
Child Welfare","001","16","3.433","12.5","56.3","25.0",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"946
Faculty Research Seminar","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"950
PhD Proseminar","001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"952
PhD Proseminar","001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","18","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
"999","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","",""
