"TERM : 1122","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2011-2012","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","314","3.561","43.0","28.3","15.9","3.8","1.0","0.3","0.3","2.9","",".",".","",".","1.9","2.2","0.3",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","65","3.652","47.7","36.9","13.8","1.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","55","3.461","32.7","38.2","18.2","5.5","3.6",".",".",".","",".",".","",".",".",".","1.8",".","."
"Junior","52","3.538","36.5","42.3","15.4","5.8",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","82","3.415","37.8","24.4","24.4","6.1","1.2","1.2","1.2",".","",".",".","",".",".","3.7",".",".","."
"Undergraduates","254","3.511","39.0","34.3","18.5","4.7","1.2","0.4","0.4",".","",".",".","",".",".","1.2","0.4",".","."
"Special","8","3.682","12.5","25.0",".",".",".",".",".","62.5","",".",".","",".",".",".",".",".","."
"Graduate","52","3.919","67.3",".","5.8",".",".",".",".","7.7","",".",".","",".","11.5","7.7",".",".","."
"Dept. Total","314","3.561","43.0","28.3","15.9","3.8","1.0","0.3","0.3","2.9","",".",".","",".","1.9","2.2","0.3",".","."
