"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","369
001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","48","3.990","97.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","23","3.848","73.9","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","53","3.934","88.7","9.4","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","44","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","20","3.925","95.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","24","3.813","83.3","8.3",".","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","44","3.864","88.6","4.5",".","4.5","2.3",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","40","",".",".",".",".",".",".",".",".",".","97.5",".",".",".",".",".","."
"","373
002","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","47","",".",".",".",".",".",".",".",".",".","97.9",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","29","3.679","44.8","41.4","10.3",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"","375
003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","","59","3.809","72.9","20.3","5.1",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"Teaching of Physical Educ","378
001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondry Schl Math II","394
001","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technol-Secondary Schl Math","395
001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","422
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","422
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Children's Lit","Course Total","","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrn&Constrnt-Tch Yng Chl","425
001","","21","3.929","95.2",".",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","440
001","","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","440
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","45","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","32","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","465
001","","10","",".",".",".",".",".",".",".",".",".","90.0",".",".",".",".",".","."
"","466
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","","Page 84 of 410"
