"","990
097","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","124","",".",".",".",".",".",".",".","75.8",".",".",".","24.2",".",".",".","."
"PHYSICS
754","Dept. Total","2988","3.074","22.8","21.2","22.3","14.3","12.5","1.3","0.6","3.4",".","0.1",".","1.2","0.1","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","114","3.187","25.4","21.1","28.9","14.0","9.6",".","0.9",".",".",".",".",".",".",".",".","."
"Sophomore","","709","2.988","20.5","20.5","23.0","18.5","15.0","1.8","0.8",".",".",".",".",".",".",".",".","."
"Junior","","1108","3.061","21.3","22.7","24.1","16.4","13.6","1.2","0.5",".",".",".",".",".","0.1",".",".","0.1"
"Senior","","677","3.057","22.7","23.5","21.4","13.3","14.8","1.5","0.7","0.1",".","0.4",".","1.0","0.3",".","0.1","."
"Undergraduates","","2608","3.045","21.6","22.2","23.3","16.1","14.1","1.4","0.7","0.0",".","0.1",".","0.3","0.1",".","0.0","0.0"
"Special","","40","2.838","20.0","15.0","27.5","12.5","10.0","10.0",".","2.5",".",".",".",".",".","2.5",".","."
"Graduate","","341","3.608","32.3","14.1","13.5","0.9","0.6",".",".","29.6",".",".",".","8.8",".",".","0.3","."
"","Dept. Total","2989","3.074","22.8","21.2","22.2","14.3","12.5","1.3","0.6","3.4",".","0.1",".","1.2","0.1","0.0","0.1","0.0"
