"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"992","033","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"992","039","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","041","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Physical","Course Total","86","",".",".",".",".",".",".",".","80.2",".",".",".","19.8",".",".",".","."
"993","001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","032","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","049","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","067","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","077","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Analytical","Course Total","47","",".",".",".",".",".",".",".","95.7",".",".",".","2.1",".",".","2.1","."
"994","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","058","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","081","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","30","",".",".",".",".",".",".",".","96.7",".",".",".",".",".",".","3.3","."
"996","001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","039","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","082","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","31","",".",".",".",".",".",".",".","83.9",".",".",".","16.1",".",".",".","."
