"","920
009","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
042","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","10","3.962","90.0","10.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"RADIOL
832","Dept. Total","108","3.407","27.8","21.3","46.3","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","45","3.347","17.8","26.7","53.3",".","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","58","3.425","32.8","19.0","41.4","3.4","1.7","",".","",".","",".","",".",".","",".","",".","",".",".","1.7","."
"Professionals","","105","3.383","25.7","21.9","47.6","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".","1.0","."
"","Dept. Total","108","3.407","27.8","21.3","46.3","1.9","1.9","",".","",".","",".","",".",".","",".","",".","",".",".","0.9","."
